estado,municipio,juntas,income2020,calculo_ind,pob_tot,pob_ind,pob_no_ind,no_esp,por,por_ind,por_no_ind,por_no_esp,lat,lon,alt,pob,pob_male,pob_female,houses,ext,porcentaje_ext,densidad,localidades
20 Oaxaca,479 Santiago Nejapilla,,30465.3252,c,169,147,22,0,1,0.87,0.13,0,17.4197594,-97.3740524,2301.4,174,81,88,68,20.4502619,0.000218118,8.508448491,4
20 Oaxaca,066 Santiago Niltepec,,28707.02226,m,5142,3289,1852,1,1,0.64,0.36,0,16.52443014,-94.59340578,46.40625,5342,2583,2706,1744,547.5815943,0.005840397,9.755623738,40
20 Oaxaca,480 Santiago Nundiche,,24613.22936,c,1272,1270,2,0,1,0.998,0.002,0,17.34400956,-97.66989644,2146.25,1351,641,704,403,71.32887967,0.00076078,18.94043487,16
20 Oaxaca,481 Santiago Nuyoó,,27533.29687,c,1803,1776,27,0,1,0.985,0.015,0,17.01008969,-97.75055094,1889.5625,1898,909,986,581,58.08421235,0.000619515,32.67669343,16
20 Oaxaca,482 Santiago Pinotepa Nacional,,45525.73257,m,52365,27844,24319,202,1,0.532,0.464,0.004,16.27800821,-98.10077694,87.68711656,55735,27059,28498,15532,804.517511,0.008580825,69.4080604,114
20 Oaxaca,483 Santiago Suchilquitongo,,35918.94615,m,10398,3840,6558,0,1,0.369,0.631,0,17.24780277,-96.86836685,1676.384615,10886,5239,5637,2863,95.47206536,0.001018286,114.0228816,12
20 Oaxaca,484 Santiago Tamazola,,26529.52667,c,4174,3044,1130,0,1,0.729,0.271,0,17.72207667,-98.21278667,1576.666667,4458,2096,2352,1127,201.1503202,0.00214543,22.16252997,7
20 Oaxaca,485 Santiago Tapextla,,23775.94048,c,2906,409,2497,0,1,0.141,0.859,0,16.3271755,-98.48571088,53.5,3134,1575,1547,805,128.7976857,0.001373731,24.33273535,7
20 Oaxaca,487 Santiago Tenango,,28052.02293,c,1850,1070,780,0,1,0.578,0.422,0,17.30290432,-96.99591579,2029.789474,1966,968,992,588,109.1371933,0.001164036,18.01402383,15
20 Oaxaca,488 Santiago Tepetlapa,,29920.54592,c,126,107,18,1,1,0.849,0.143,0.008,17.78583325,-97.4000055,2156,130,52,73,41,13.57961232,0.000144837,9.573174619,3
20 Oaxaca,489 Santiago Tetepec,,24126.80708,c,4646,3591,1054,1,1,0.773,0.227,0,16.34941088,-97.6893415,546.3125,4909,2375,2528,1350,290.8777244,0.003102444,16.87650717,13
20 Oaxaca,490 Santiago Texcalcingo,,24188.35924,c,2833,2790,43,0,1,0.985,0.015,0,18.21456711,-96.97368178,1936,2974,1405,1569,762,16.60196019,0.000177073,179.1354735,9
20 Oaxaca,491 Santiago Textitlán,,21549.9077,c,4441,4260,181,0,1,0.959,0.041,0,16.7044762,-97.27849097,1823,4930,2406,2502,908,251.8751905,0.002686451,19.57318619,19
20 Oaxaca,492 Santiago Tilantongo,,24988.06932,c,2597,2490,107,0,1,0.959,0.041,0,17.25091436,-97.34195012,2235,2764,1274,1490,909,247.7493961,0.002642446,11.15643486,24
20 Oaxaca,493 Santiago Tillo,,34350.40335,c,526,378,148,0,1,0.719,0.281,0,17.46491282,-97.31999536,2088.454545,545,256,280,175,17.0677568,0.000182041,31.93155412,4
20 Oaxaca,494 Santiago Tlazoyaltepec,,25822.3089,c,5839,5676,163,0,1,0.972,0.028,0,17.0273448,-96.96956025,2597.734375,6300,2898,3384,1300,63.09210185,0.000672928,99.85402,64
20 Oaxaca,495 Santiago Xanica,,21510.33554,c,2825,2716,109,0,1,0.961,0.039,0,16.0048776,-96.24786188,945.34,3029,1527,1483,809,137.1554849,0.001462873,22.08442485,18
20 Oaxaca,496 Santiago Xiacuí,,30073.90266,c,1761,1635,125,1,1,0.928,0.071,0.001,17.2748206,-96.4240884,2223.2,1893,906,987,538,63.3120659,0.000675274,29.89951399,5
20 Oaxaca,497 Santiago Yaitepec,,26701.51351,c,4006,3885,120,1,1,0.97,0.03,0,16.19398271,-97.24520129,1377.571429,4233,1906,2327,954,40.95299912,0.000436797,103.3623933,1
20 Oaxaca,498 Santiago Yaveo,,23671.58699,m,7126,6467,651,8,1,0.908,0.091,0.001,17.54807861,-95.4227396,101.816,7593,3530,3571,2087,1024.215955,0.010924085,7.413475608,140
20 Oaxaca,499 Santiago Yolomécatl,,31228.21769,c,1843,1080,754,9,1,0.586,0.409,0.005,17.46559475,-97.57103006,2121.125,1922,879,1033,540,66.91523476,0.000713705,28.72290603,13
20 Oaxaca,500 Santiago Yosondúa,,24085.66261,m,7522,7193,329,0,1,0.956,0.044,0,16.85274586,-97.55328093,1826.27907,7991,3745,4233,2415,334.1255842,0.003563718,23.91615721,43
20 Oaxaca,501 Santiago Yucuyachi,,34968.7612,c,959,849,110,0,1,0.885,0.115,0,17.614851,-98.20424333,1449,998,491,504,327,50.14735354,0.000534862,19.90134931,3
20 Oaxaca,502 Santiago Zacatepec,,25745.4708,c,4754,4708,46,0,1,0.99,0.01,0,17.19051383,-95.88388757,1148,5089,2475,2600,1429,213.0115599,0.002271939,23.89072219,10
20 Oaxaca,503 Santiago Zoochila,,28926.89281,c,411,408,3,0,1,0.993,0.007,0,17.220565,-96.242138,1517,425,206,219,124,8.21310218,8.75993E-05,51.74658621,1
20 Oaxaca,506 Santo Domingo Albarradas,,27867.07667,c,757,754,3,0,1,0.996,0.004,0,17.0700244,-96.1950244,1504,798,375,420,232,43.57903715,0.000464805,18.31155648,2
20 Oaxaca,507 Santo Domingo Armenta,,27938.71917,c,2979,697,2281,1,1,0.234,0.766,0,16.3259979,-98.3643859,37.5,3155,1581,1572,937,143.7014845,0.001532692,21.95523595,5
20 Oaxaca,508 Santo Domingo Chihuitán,,36836.92333,c,1549,1332,216,1,1,0.86,0.139,0.001,16.59584408,-95.16833808,100.6153846,1618,784,821,546,71.05550752,0.000757864,22.77093017,12
20 Oaxaca,509 Santo Domingo de Morelos,,24293.63625,c,10562,10212,350,0,1,0.967,0.033,0,15.834369,-96.64500911,258.6666667,11384,5470,5914,2488,105.3226996,0.001123351,108.0868611,18
20 Oaxaca,505 Santo Domingo Ingenio,,33664.35148,m,7402,3875,3525,2,1,0.524,0.476,0,16.57526483,-94.73268742,52.25,7681,3764,3914,2501,199.1906377,0.002124528,38.56104931,8
20 Oaxaca,510 Santo Domingo Ixcatlán,,23989.65147,c,698,625,72,1,1,0.895,0.103,0.001,16.909936,-97.5303171,2385.9,760,345,415,222,17.91868467,0.000191117,42.41382747,9
20 Oaxaca,511 Santo Domingo Nuxaá,,20919.03235,c,3127,3044,83,0,1,0.973,0.027,0,17.1724995,-97.06532482,2184.983871,3335,1617,1690,916,146.2920299,0.001560322,22.79686735,58
20 Oaxaca,512 Santo Domingo Ozolotepec,,26284.55818,c,1019,885,133,1,1,0.868,0.131,0.001,16.1681275,-96.3273785,2612.5,1101,517,570,267,64.15594619,0.000684275,17.16130874,4
20 Oaxaca,513 Santo Domingo Petapa,,28257.1304,m,8513,7827,666,20,1,0.919,0.078,0.002,16.87672991,-95.20780612,425.4545455,9027,4494,4518,2597,339.6698882,0.003622852,26.5758029,21
20 Oaxaca,514 Santo Domingo Roayaga,,22001.53114,c,890,862,28,0,1,0.969,0.031,0,17.33491033,-96.08950867,1473,941,449,490,248,56.2485106,0.000599936,16.72933185,3
20 Oaxaca,515 Santo Domingo Tehuantepec,,39975.47296,m,64619,44005,20561,53,1,0.681,0.318,0.001,16.25355199,-95.31359641,91.27368421,67739,32795,34899,19450,1197.671217,0.012774125,56.5589279,84
20 Oaxaca,516 Santo Domingo Teojomulco,,24485.40556,c,4942,4599,342,1,1,0.931,0.069,0,16.57854882,-97.27869294,1039.823529,5260,2557,2666,1316,224.4993424,0.002394466,23.42991273,31
20 Oaxaca,517 Santo Domingo Tepuxtepec,,24901.28947,c,5478,5393,85,0,1,0.984,0.016,0,16.93498436,-96.06557861,1977.178571,6029,2793,3227,1468,113.5511815,0.001211114,53.09500017,26
20 Oaxaca,518 Santo Domingo Tlatayápam,,27697.2824,c,110,81,28,1,1,0.736,0.255,0.009,17.40580567,-97.34743967,2290.333333,113,52,61,42,11.81930904,0.000126062,9.560626566,2
20 Oaxaca,519 Santo Domingo Tomaltepec,,38646.01198,c,3245,2025,1220,0,1,0.624,0.376,0,17.05061333,-96.6207985,1571.666667,3386,1651,1735,916,30.54262753,0.000325762,110.8614508,6
20 Oaxaca,520 Santo Domingo Tonalá,,28145.96261,m,7041,5627,1410,4,1,0.799,0.2,0.001,17.6838909,-98.0101825,1515.4,7393,3557,3818,1969,165.717868,0.001767514,44.61196664,17
20 Oaxaca,521 Santo Domingo Tonaltepec,,27318.67695,c,238,224,12,2,1,0.941,0.05,0.008,17.60462125,-97.355428,2466.875,250,109,117,79,26.53180168,0.000282983,9.422654481,8
20 Oaxaca,522 Santo Domingo Xagacía,,23026.5264,c,1140,1123,17,0,1,0.985,0.015,0,17.15312067,-96.25905633,1551,1205,551,643,350,56.44614257,0.000602043,21.34778295,6
20 Oaxaca,523 Santo Domingo Yanhuitlán,,35548.06509,c,1524,1230,294,0,1,0.807,0.193,0,17.53283775,-97.3533093,2251.2,1633,753,864,519,69.63809985,0.000742746,23.44980698,18
20 Oaxaca,524 Santo Domingo Yodohino,,23258.97833,c,319,252,67,0,1,0.79,0.21,0,17.616886,-97.683022,1645,327,171,156,85,36.42877507,0.000388542,8.976420409,1
20 Oaxaca,525 Santo Domingo Zanatepec,,27711.82598,m,11956,8313,3640,3,1,0.695,0.304,0,16.47066171,-94.35144713,91.49333333,12483,6116,6311,3819,646.2371487,0.006892638,19.31643828,42
20 Oaxaca,530 Santo Tomás Jalieza,,29785.87762,c,3691,3079,612,0,1,0.834,0.166,0,16.85593683,-96.65668733,1582.666667,3923,1852,2059,967,70.10193278,0.000747693,55.96136718,5
20 Oaxaca,531 Santo Tomás Mazaltepec,,32311.1889,c,2483,2289,194,0,1,0.922,0.078,0,17.173526,-96.871533,1658,2612,1263,1349,679,44.00446,0.000469343,59.35761966,1
20 Oaxaca,532 Santo Tomás Ocotepec,,23185.44692,c,3834,3735,99,0,1,0.974,0.026,0,17.12502453,-97.77185747,2418.705882,4066,1857,2209,1054,80.04950018,0.000853792,50.79357136,16
20 Oaxaca,533 Santo Tomás Tamazulapan,,31132.03904,c,2592,1349,1243,0,1,0.52,0.48,0,16.23785588,-96.56705288,2076.625,2726,1305,1409,746,66.57867335,0.000710115,40.94404203,6
20 Oaxaca,526 Santos Reyes Nopala,,25334.59136,m,15723,15013,676,34,1,0.955,0.043,0.002,16.09352748,-97.19245091,726.8793103,16688,7866,8769,4487,226.1112732,0.002411658,73.80436971,44
20 Oaxaca,527 Santos Reyes Pápalo,,19973.51592,c,2346,2325,21,0,1,0.991,0.009,0,17.79713067,-96.87418483,2050.833333,2490,1217,1271,613,83.41653986,0.000889704,29.85019523,4
20 Oaxaca,528 Santos Reyes Tepejillo,,29655.73482,c,866,744,122,0,1,0.859,0.141,0,17.43853232,-97.93418058,1860.526316,904,410,479,287,52.97576724,0.000565029,17.06440599,6
20 Oaxaca,529 Santos Reyes Yucuná,,20993.85779,c,1335,1327,8,0,1,0.994,0.006,0,17.7754588,-98.0009868,1827.4,1474,731,743,255,60.89721797,0.000649518,24.2047182,5
20 Oaxaca,537 Silacayoápam,,30691.97216,m,6363,5145,1208,10,1,0.809,0.19,0.002,17.53148565,-98.13269396,1687.038462,6710,3227,3483,1925,431.5923714,0.004603279,15.54707739,25
20 Oaxaca,538 Sitio de Xitlapehua,,27132.47646,c,676,494,182,0,1,0.731,0.269,0,16.3701418,-96.543419,1538.2,713,345,361,203,18.21924821,0.000194323,39.13443583,5
20 Oaxaca,539 Soledad Etla,,40233.16236,m,6102,1689,4412,1,1,0.277,0.723,0,17.16397214,-96.82099271,1605.857143,6348,3077,3271,1669,12.46981914,0.000133001,509.0691315,7
20 Oaxaca,031 Tamazulápam del Espíritu Santo,,29783.33214,m,6728,6609,77,42,1,0.982,0.011,0.006,17.03825768,-96.03552552,2200.483871,7185,3202,3979,2038,111.9742405,0.001194295,64.16654376,28
20 Oaxaca,541 Tanetze de Zaragoza,,26420.04365,c,1463,1449,14,0,1,0.99,0.01,0,17.385924,-96.29853733,1312,1558,746,812,501,22.4711037,0.000239672,69.33348806,3
20 Oaxaca,542 Taniche,,27503.2609,c,850,473,377,0,1,0.556,0.444,0,16.566964,-96.753581,1420,887,413,474,250,10.75885668,0.000114752,82.44370442,1
20 Oaxaca,543 Tataltepec de Valdés,,24595.31047,m,5960,5529,431,0,1,0.928,0.072,0,16.32478736,-97.56101964,489.2727273,6386,3112,3274,1631,220.323758,0.00234993,28.98461818,11
20 Oaxaca,544 Teococuilco de Marcos Pérez,,39249.29015,c,977,957,20,0,1,0.98,0.02,0,17.32192591,-96.64649509,2144.181818,1032,491,528,296,133.094423,0.001419559,7.753893643,6
20 Oaxaca,545 Teotitlán de Flores Magón,,38233.66905,m,9502,5289,4164,49,1,0.557,0.438,0.005,18.14254212,-97.06053682,1330.764706,10099,4779,5308,2709,143.9518079,0.001535362,70.15542317,16
20 Oaxaca,546 Teotitlán del Valle,,38100.78763,m,6150,5803,347,0,1,0.944,0.056,0,17.02161,-96.53691913,1663.75,6392,3032,3351,1695,107.8675341,0.001150494,59.25786711,6
20 Oaxaca,547 Teotongo,,28598.98338,c,945,875,70,0,1,0.926,0.074,0,17.73983782,-97.54327818,2069.545455,1005,450,544,321,45.80977118,0.000488598,21.93855097,11
20 Oaxaca,548 Tepelmeme Villa de Morelos,,26435.65369,c,1847,1435,412,0,1,0.777,0.223,0,17.97325058,-97.34307358,2080.423077,1960,900,1022,601,574.1717649,0.006124003,3.41361265,24
20 Oaxaca,551 Tlacolula de Matamoros,,46403.52574,m,28053,19843,7798,412,1,0.707,0.278,0.015,16.95542133,-96.47121058,1615.55814,30254,14356,15839,8362,135.7066672,0.001447421,222.9367255,40
20 Oaxaca,552 Tlacotepec Plumas,,30861.81331,c,399,347,52,0,1,0.87,0.13,0,17.847681,-97.44482567,2138.666667,410,196,211,138,55.86900918,0.000595888,7.338594438,4
20 Oaxaca,553 Tlalixtac de Cabrera,,53716.67386,m,11543,4969,6538,36,1,0.43,0.566,0.003,17.06846628,-96.646195,1597.722222,12067,5765,6286,3119,81.52545171,0.000869534,148.0151259,15
20 Oaxaca,554 Totontepec Villa de Morelos,,23430.1674,m,5515,5443,72,0,1,0.987,0.013,0,17.24690311,-96.00950733,1634.055556,5904,2830,3052,1522,266.7176288,0.002844758,22.13576968,15
20 Oaxaca,555 Trinidad Zaachila,,33423.72261,c,3278,1936,1342,0,1,0.591,0.409,0,16.9268616,-96.7737966,1509.2,3419,1607,1812,905,21.30827447,0.00022727,160.4540999,5
20 Oaxaca,557 Unión Hidalgo,,35478.7372,m,13976,12290,1666,20,1,0.879,0.119,0.001,16.49050186,-94.84299214,9.896551724,14542,7054,7449,4266,112.7931244,0.001203029,128.9262983,23
20 Oaxaca,558 Valerio Trujano,,32331.80581,c,1330,919,411,0,1,0.691,0.309,0,17.781555,-96.978731,609.6666667,1376,639,734,433,54.70676001,0.000583492,25.15228465,3
20 Oaxaca,405 Villa de Chilapa de Díaz,,32494.171,c,1744,1230,512,2,1,0.705,0.294,0.001,17.59261333,-97.63057378,1946.888889,1815,824,977,559,174.9378286,0.001865852,10.37511449,9
20 Oaxaca,338 Villa de Etla,,44834.10477,m,9591,4503,5081,7,1,0.47,0.53,0.001,17.19338717,-96.79296,1646.666667,10361,4992,5369,2690,8.24838698,8.79757E-05,1256.124382,5
20 Oaxaca,459 Villa de Santiago Chazumba,,33473.20258,m,4643,3805,831,7,1,0.82,0.179,0.002,18.19701326,-97.70709552,1729.935484,4877,2292,2577,1594,325.0513187,0.003466933,15.00378469,24
20 Oaxaca,540 Villa de Tamazulápam del Progreso,,37974.91125,m,7630,4643,2985,2,1,0.609,0.391,0,17.692639,-97.57704642,1998.666667,8326,3750,4563,2236,143.921865,0.001535042,57.85083454,23
20 Oaxaca,334 Villa de Tututepec,,31900.49199,c,47886,34556,13326,4,1,0.722,0.278,0,16.04212874,-97.53497622,86.92746114,49656,23960,25416,14588,1215.525888,0.012964559,41.57953399,151
20 Oaxaca,565 Villa de Zaachila,,39562.47522,m,44224,21969,22198,57,1,0.497,0.502,0.001,16.92821883,-96.71472374,1549.309524,46464,22155,24299,11810,81.42344081,0.000868446,570.6464814,30
20 Oaxaca,560 Villa Díaz Ordaz,,28742.42522,m,6199,6010,176,13,1,0.97,0.028,0.002,17.05742333,-96.41274933,2203.333333,6467,2962,3500,1736,283.316958,0.003021803,22.82602512,5
20 Oaxaca,038 Villa Hidalgo,,31771.46776,c,1763,1703,59,1,1,0.966,0.033,0.001,17.18100933,-96.1645455,1438.5,1885,898,982,529,58.98201236,0.000629091,31.95889602,4
20 Oaxaca,277 Villa Sola de Vega,,26691.69998,m,11614,5720,5871,23,1,0.493,0.506,0.002,16.53760581,-97.03959533,1585.553191,12350,5899,6333,3221,972.9887113,0.010377706,12.69285024,111
20 Oaxaca,280 Villa Talea de Castro,,33529.76979,c,1938,1799,137,2,1,0.928,0.071,0.001,17.369559,-96.2447665,1439.75,2011,945,1066,709,61.06737869,0.000651333,32.93083874,4
20 Oaxaca,486 Villa Tejúpam de la Unión,,31394.89829,c,2328,1796,532,0,1,0.771,0.229,0,17.6629332,-97.4608816,2171.7,2419,1157,1257,695,141.4916005,0.001509121,17.09642121,10
20 Oaxaca,561 Yaxe,,25908.44073,c,2812,1704,1108,0,1,0.606,0.394,0,16.7311905,-96.4749445,1510,2954,1430,1524,828,59.99036112,0.000639845,49.24124384,1
20 Oaxaca,563 Yogana,,26447.85722,c,1190,268,922,0,1,0.225,0.775,0,16.4512274,-96.7926668,1424.8,1245,591,644,379,65.68777463,0.000700613,18.95329849,4
20 Oaxaca,564 Yutanduchi de Guerrero,,20992.33766,c,1117,1103,13,1,1,0.987,0.012,0.001,17.05434933,-97.29715667,1411.5,1195,577,618,390,64.08336061,0.0006835,18.64758634,2
20 Oaxaca,567 Zapotitlán Lagunas,,25669.0108,c,3144,1943,1200,1,1,0.618,0.382,0,17.74852888,-98.39306994,1518,3382,1632,1740,872,305.4301751,0.003257658,11.07290725,13
20 Oaxaca,568 Zapotitlán Palmas,,30643.19979,c,1587,1485,102,0,1,0.936,0.064,0,17.873294,-97.81715733,1864.333333,1695,765,930,488,43.83206582,0.000467504,38.67031974,3
20 Oaxaca,570 Zimatlán de Álvarez,,41207.91147,m,21052,11727,9322,3,1,0.557,0.443,0,16.79829449,-97.03065966,1954.704918,22093,10410,11646,5866,353.73371,0.003772854,62.45658634,33
21 Puebla,000 Puebla,,39616.4472,,,,,,,,,,19.24864559,-97.84023952,1648.101682,6583266,3156823,3420339,1713861,34309.64638,0.017499148,191.8783402,217
21 Puebla,001 Acajete,9,32741.14128,m,67479,19639,47812,28,1,0.291,0.709,0,19.10266008,-97.94718051,2456.4375,72894,35108,37725,15230,176.8805632,0.005155418,412.1085928,66
21 Puebla,002 Acateno,,29940.98019,m,8670,4833,3818,19,1,0.557,0.44,0.002,20.11245238,-97.22764675,228.3095238,9170,4528,4540,2611,180.8238261,0.005270349,50.71234359,77
21 Puebla,003 Acatlán,6,37913.63519,m,35624,13342,22200,82,1,0.375,0.623,0.002,18.16065114,-98.11023552,1299.698925,37955,17815,20095,10163,608.5481762,0.017736941,62.36975393,75
21 Puebla,004 Acatzingo,4,30349.8342,m,59386,3602,55525,259,1,0.061,0.935,0.004,19.00952919,-97.76784353,2199.32,63743,30857,32766,13491,140.5752891,0.004097253,453.4438478,60
21 Puebla,005 Acteopan,2,21974.02493,c,2921,2566,355,0,1,0.878,0.122,0,18.76697225,-98.7098105,1674.25,3070,1446,1624,850,75.12858297,0.002189722,40.86327572,4
21 Puebla,006 Ahuacatlán,6,23403.7001,m,13730,12175,1536,19,1,0.887,0.112,0.001,20.00770429,-97.86340755,1501.677419,14542,6852,7690,3643,91.33924133,0.002662203,159.2086795,30
21 Puebla,007 Ahuatlán,2,25670.19498,c,3004,1641,1363,0,1,0.546,0.454,0,18.57886608,-98.27760475,1333.333333,3162,1549,1599,789,185.0328859,0.005393028,17.08885415,11
21 Puebla,008 Ahuazotepec,1,30330.27556,m,10823,2475,8295,53,1,0.229,0.766,0.005,20.05413087,-98.14431326,2246.043478,11439,5549,5890,2928,60.73598119,0.00177023,188.339758,23
21 Puebla,009 Ahuehuetitla,,32748.97867,c,2075,400,1675,0,1,0.193,0.807,0,18.23152286,-98.2030345,1273.428571,2207,1043,1147,617,72.25117383,0.002105856,30.54621653,12
21 Puebla,010 Ajalpan,15,26932.81114,m,70020,50273,19607,140,1,0.718,0.28,0.002,18.42560703,-97.11956193,2018.033333,74768,36178,38561,15581,393.8784862,0.011480109,189.8250415,85
21 Puebla,011 Albino Zertuche,,24938.25884,c,1783,1082,701,0,1,0.607,0.393,0,18.0125502,-98.5544424,1321.8,1885,886,999,511,79.37606309,0.00231352,23.74771344,4
21 Puebla,012 Aljojuca,1,27569.40465,m,6284,1999,4285,0,1,0.318,0.682,0,19.0951594,-97.505195,2489.8,6591,3100,3491,1706,52.29555943,0.001524223,126.0336455,5
21 Puebla,013 Altepexi,,27728.28073,m,21366,16920,4407,39,1,0.792,0.206,0.002,18.37197562,-97.30354938,1262.769231,22629,10889,11740,4713,47.1496258,0.001374238,479.9401823,11
21 Puebla,014 Amixtlán,1,24702.68297,c,4550,4360,190,0,1,0.958,0.042,0,20.05785522,-97.80155344,1131.666667,4812,2267,2541,1352,44.51650151,0.001297492,108.0947477,9
21 Puebla,015 Amozoc,2,38686.67681,m,118991,33973,85007,11,1,0.286,0.714,0,19.05113516,-98.04674728,2338.929825,125876,61455,64372,31598,142.5778947,0.004155621,882.857755,47
21 Puebla,016 Aquixtla,1,28299.07362,m,8456,3933,4513,10,1,0.465,0.534,0.001,19.77984192,-97.9353395,2342,9021,4508,4513,2491,166.8069724,0.00486181,54.0804732,22
21 Puebla,017 Atempan,1,28452.36107,m,27715,23860,3764,91,1,0.861,0.136,0.003,19.82405444,-97.44181067,2060.222222,29742,14279,15463,6921,48.09333527,0.001401744,618.4224869,18
21 Puebla,018 Atexcal,4,25653.99893,c,3612,1477,2135,0,1,0.409,0.591,0,18.36159348,-97.68672887,1897.652174,3859,1839,2018,1108,331.6203839,0.009665514,11.63679975,16
21 Puebla,080 Atlequizayan,1,21373.05287,c,2501,2476,23,2,1,0.99,0.009,0.001,20.01525833,-97.630561,934.3333333,2633,1228,1405,678,12.43406338,0.000362407,211.7570033,3
21 Puebla,019 Atlixco,11,43096.80392,m,133812,48290,85109,413,1,0.361,0.636,0.003,18.90170075,-98.42989376,1867.182432,141793,66805,74884,37594,293.2097285,0.008545985,483.5890021,137
21 Puebla,020 Atoyatempan,,29413.72485,m,7254,4702,2542,10,1,0.648,0.35,0.001,18.81448475,-97.9077057,1935.85,7704,3739,3927,1831,26.93747165,0.000785128,285.9956606,15
21 Puebla,021 Atzala,,34479.9654,c,1440,410,1030,0,1,0.285,0.715,0,18.54626129,-98.55038,1155.714286,1512,729,783,402,11.34272005,0.000330599,133.3013592,6
21 Puebla,022 Atzitzihuacán,6,24983.48774,m,12098,3751,8329,18,1,0.31,0.688,0.001,18.82492945,-98.60261565,1917.85,12857,6025,6832,3237,129.8023924,0.003783262,99.05056268,17
21 Puebla,023 Atzitzintla,1,23802.37072,m,8428,1780,6630,18,1,0.211,0.787,0.002,18.91539895,-97.30310218,2796.5,9051,4415,4625,2081,133.1403565,0.003880552,67.98089051,17
21 Puebla,024 Axutla,1,33515.96136,c,929,41,885,3,1,0.044,0.953,0.003,18.18983393,-98.381175,989.2666667,976,458,503,300,188.1681859,0.005484411,5.186849176,7
21 Puebla,025 Ayotoxco de Guerrero,,28513.37621,m,7730,5950,1758,22,1,0.77,0.227,0.003,20.07894925,-97.40937907,276.75,8208,3935,4211,2318,106.7299466,0.003110785,76.90437653,38
21 Puebla,026 Calpan,2,29811.07485,m,14470,9573,4886,11,1,0.662,0.338,0.001,19.10424462,-98.46214919,2454.047619,15271,7325,7925,3605,66.90516288,0.001950039,228.2484541,18
21 Puebla,027 Caltepec,5,24806.11069,c,3937,3665,272,0,1,0.931,0.069,0,18.16700958,-97.51520279,2011.770833,4128,1904,2188,1245,392.7940247,0.011448501,10.50932484,38
21 Puebla,028 Camocuautla,1,18894.81775,c,2600,2596,4,0,1,0.998,0.002,0,20.03994413,-97.75187188,850.875,2758,1363,1387,725,16.16958478,0.000471284,170.5671505,7
21 Puebla,099 Cañada Morelos,4,29060.11197,m,19133,3207,15835,91,1,0.168,0.828,0.005,18.7526204,-97.40368229,2375.342857,20659,9907,10740,5289,244.6104579,0.007129495,84.45673247,31
21 Puebla,029 Caxhuacan,,25925.89165,c,3618,3477,141,0,1,0.961,0.039,0,20.07501675,-97.61087225,577.75,3811,1816,1995,953,13.99037891,0.000407768,272.4014857,4
21 Puebla,045 Chalchicomula de Sesma,3,34241.36295,m,44318,1382,42784,152,1,0.031,0.965,0.003,18.97084993,-97.43372926,2646.625,47410,22520,24539,11723,389.6581748,0.011357103,121.6707439,53
21 Puebla,046 Chapulco,1,28514.35567,m,7623,3323,4268,32,1,0.436,0.56,0.004,18.627978,-97.40685825,2013.375,8193,3937,4256,1916,87.14956726,0.002540089,94.01079383,8
21 Puebla,047 Chiautla,5,35046.47839,m,20600,2050,18475,75,1,0.1,0.897,0.004,18.28784829,-98.60240044,1103.909091,21699,10636,10998,5847,804.1777908,0.023438825,26.98283918,45
21 Puebla,048 Chiautzingo,4,29624.84151,m,20875,6055,14808,12,1,0.29,0.709,0.001,19.19938436,-98.48848614,2508.5,22039,10488,11535,5004,81.07599467,0.002363067,271.831386,18
21 Puebla,050 Chichiquila,1,18673.04897,m,25224,21405,3734,85,1,0.849,0.148,0.003,19.20633404,-97.0712897,1909.468085,26928,13297,13612,5311,109.344826,0.003187,246.2667963,47
21 Puebla,049 Chiconcuautla,5,18243.69687,m,16160,15272,863,25,1,0.945,0.053,0.002,20.08978588,-97.97055858,1569.333333,17382,8456,8914,4082,89.60533718,0.002611666,193.9839807,23
21 Puebla,051 Chietla,11,38773.29976,m,34999,4451,30495,53,1,0.127,0.871,0.002,18.50393187,-98.62543782,1098.393443,37030,17964,19017,10256,325.5107451,0.009487441,113.7596855,48
21 Puebla,052 Chigmecatitlán,,24292.74433,c,1185,1133,52,0,1,0.956,0.044,0,18.650068,-98.050784,1552,1215,536,679,385,25.94312707,0.000756147,46.83321316,1
21 Puebla,053 Chignahuapan,7,30203.16232,m,62421,8290,53953,178,1,0.133,0.864,0.003,19.82662126,-98.12691014,2560.735632,66464,32108,34246,17157,759.6812148,0.022141913,87.48932935,153
21 Puebla,054 Chignautla,,31104.17475,m,32950,22215,10710,25,1,0.674,0.325,0.001,19.79146021,-97.40365121,2240.035714,35223,16929,18284,7850,148.327373,0.004323197,237.4679689,26
21 Puebla,055 Chila,3,31784.80714,c,4811,378,4433,0,1,0.079,0.921,0,17.96727665,-97.87487812,1659.823529,5082,2413,2656,1428,128.7879655,0.003753696,39.46020872,17
21 Puebla,056 Chila de la Sal,1,29703.21705,c,1254,298,956,0,1,0.238,0.762,0,18.11474867,-98.46580211,1029.666667,1317,633,681,426,141.129128,0.004113395,9.331879384,3
21 Puebla,058 Chilchotla,2,20707.43981,m,19566,15707,3711,148,1,0.803,0.19,0.008,19.26903451,-97.19881318,2515.102564,21002,10398,10588,4342,145.9063689,0.004252634,143.9416261,31
21 Puebla,059 Chinantla,1,33090.6237,c,2696,741,1951,4,1,0.275,0.724,0.001,18.23432786,-98.27634629,1196.357143,2846,1369,1450,801,88.49629247,0.002579341,32.15953935,10
